competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,created_at,eta_date
Dvflora,17893,Ranunculus Gypsy Capp 10st,Ranunculus,Bu,Bicolor,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41192,Ranunculus Pink Hot 10st,Ranunculus,Bu,Pink Hot,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17840,Ranunculus Pink Blush XXL 5st,Ranunculus,Bu,Pink Blush,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,13025,Bq Strawberry 13st 9pk,Bouquets,Bu,Assorted,,13,11.49,11.49,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17792,Ranunculus Asst 10st 5pk,Ranunculus,Bu,Assorted,,10,19.99,19.99,5,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41188,Ranunculus Pch Grand Pastel,Ranunculus,Bu,Peach,,1,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17864,Ranunculus Peach XXL 5st Canad,Ranunculus,Bu,Peach,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17884,Ranunculus Princess Peach XXL,Ranunculus,Bu,Peach,,1,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41195,Ranunculus Pink Lt 10st,Ranunculus,Bu,Pink Light,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17896,Ranunculus Pink Lt XXL 5st,Ranunculus,Bu,Pink Light,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41194,Ranunculus Salmon 10st,Ranunculus,Bu,Salmon,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17899,Ranunculus Salmon XXL 5st,Ranunculus,Bu,Salmon,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,31198,Ranunculus White,Ranunculus,Bu,White,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17798,Ranunculus Yellow 10st,Ranunculus,Bu,Yellow,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,10564,Bq Dozen Color Rose 50cm Cs8,Bouquets,Bu,Assorted,50,1,9.69,9.69,8,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50851,Alstro Asst Epic Color 8pk,Alstroemeria,Bu,Assorted,,1,6.89,6.89,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20150,Alstro Asst Fancy 12pk Wayuu,Alstroemeria,Bu,Assorted,,1,4.89,4.89,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53493,Alstro Asst Fancy 14pk,Alstroemeria,Bu,Assorted,,1,4.49,4.49,14,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20047,Alstro Asst Fancy Bchmrk 13pk,Alstroemeria,Bu,Assorted,,1,4.69,4.69,13,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,26019,Alstro Asst La Plaz Perfec 12p,Alstroemeria,Bu,Assorted,,1,8.79,8.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59023,Alstro Asst Pink Premium 8pk,Alstroemeria,Bu,Assorted,,1,6.99,6.99,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20126,Alstro Asst Pink Select 12pk,Alstroemeria,Bu,Assorted,,1,5.49,5.49,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49553,Alstro Asst Premium 8pk,Alstroemeria,Bu,Assorted,,1,6.89,6.89,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60470,Alstro Asst Select 10pk,Alstroemeria,Bu,Assorted,,1,5.79,5.79,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,18202,Alstro Asst Select 6pk,Alstroemeria,Bu,Assorted,,1,6.29,6.29,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,64107,Alstro Asst Select Bchmrk 10pk,Alstroemeria,Bu,Assorted,,1,5.39,5.39,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59674,Alstro Asst Spring Premium 8pk,Alstroemeria,Bu,Assorted,,1,6.89,6.89,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59650,Alstro Asst Spring Select 10pk,Alstroemeria,Bu,Assorted,,1,6.79,6.79,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,48279,Alstro Asst Super Select 4pk,Alstroemeria,Bu,Assorted,,1,6.79,6.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65200,Alstro Asst White Premium 8pk,Alstroemeria,Bu,Assorted,,1,6.99,6.99,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59496,Alstro Pink 70/80cm Ecuador,Alstroemeria,Bu,Assorted,70,70,7.49,7.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59657,Alstro White 70/80cm Ecuador,Alstroemeria,Bu,Assorted,70,70,7.49,7.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34861,Ranunculus Purple,Ranunculus,Bu,Purple,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,45979,Ranunculus Orange,Ranunculus,Bu,Orange,,1,,,,Ranunculus Orange,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28892,Ranunculus Orange,Ranunculus,Bu,Orange,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,35571,Ranunculus Red,Ranunculus,Bu,Red,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27465,Bq Easy Breezy 14st 7pk,Bouquets,Bu,Assorted,,14,9.79,9.79,7,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27468,Bq Why Not? 12st 10pk Queen's,Bouquets,Bu,Assorted,,12,8.99,8.99,10,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27467,Bq Why Not? 8st 12pk Queen's,Bouquets,Bu,Assorted,,8,5.99,5.99,12,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,35101,Ranunculus Salmon,Ranunculus,Bu,Salmon,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17321,Bq Backyard Jungle 10st 11pk,Bouquets,Bu,Assorted,,10,7.39,7.39,11,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,46922,Rose Yel Bikini 50cm,Roses-Standard,Stem,Yellow,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,46923,Rose Yel Bikini 60cm,Roses-Standard,Stem,Yellow,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,45977,Ranunculus Yellow Ecuador,Ranunculus,Bu,Yellow,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40916,Rose HPk Lola 50cm DVF,Roses-Standard,Stem,Pink Hot,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27444,Bq Deluxe Sampler 10/14st 10pk,Bouquets,Bu,Assorted,,14,11.79,11.79,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42000,Bq Color Revolution 9st 12pk,Bouquets,Bu,Assorted,,9,6.79,6.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40916,Rose HPk Lola 50cm DVF,Roses-Standard,Stem,Pink,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,18125,Bq Blue Sky 14st 7pk,Bouquets,Bu,Assorted,,14,12.79,12.79,7,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68982,Rose Wht Coldplay 50cm 12st,Roses-Standard,Stem,White,50,12,1.69,1.69,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68889,Rose Wht Coldplay 60cm 12st,Roses-Standard,Stem,White,60,12,1.79,1.79,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59023,Alstro Asst Pink Premium 8pk,Alstroemeria,Bu,Pink,,1,6.99,6.99,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20126,Alstro Asst Pink Select 12pk,Alstroemeria,Bu,Pink,,1,5.49,5.49,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59496,Alstro Pink 70/80cm Ecuador,Alstroemeria,Bu,Pink,70,70,7.49,7.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57999,Alstro Pink Dubai S.S. 4pk,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50971,Alstro Pink Dubai Select 5pk,Alstroemeria,Bu,Pink,,1,5.69,5.69,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67925,Alstro Pink Dubai Super Sel 5p,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59568,Alstro Pink Fifi 5pk,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58009,Alstro Pink Kitty S.S. 4pk,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50790,Alstro Pink Perfection ECU,Alstroemeria,Bu,Pink,,1,7.59,7.59,16,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50963,Alstro Pink Primadonna Sel 5pk,Alstroemeria,Bu,Pink,,1,6.49,6.49,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67857,Alstro Pink Primadonna 5pk,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54868,Alstro Pink Seattle 4pk,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20568,Alstro Pink Toscana 4pk,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50857,Alstro Pink-Hot 70/80cm Ecuado,Alstroemeria,Bu,Pink,70,70,7.49,7.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59139,Alstro Pink-Hot Alegria 4pk,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58003,Alstro Pink-Hot Bodega 4pk,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,66056,Alstro Pink-Hot Rome Prem 5pk,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40019,Alstro Pink-Hot Rosita Prem 5p,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28508,Ranunculus Pink Ballet XXL 5st,Ranunculus,Bu,Pink,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41531,Ranunculus Pink Barbie XXL 5st,Ranunculus,Bu,Pink,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17840,Ranunculus Pink Blush XXL 5st,Ranunculus,Bu,Pink,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41192,Ranunculus Pink Hot 10st,Ranunculus,Bu,Pink,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17904,Ranunculus Pink Lady XXL 5st,Ranunculus,Bu,Pink,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41195,Ranunculus Pink Lt 10st,Ranunculus,Bu,Pink,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17896,Ranunculus Pink Lt XXL 5st,Ranunculus,Bu,Pink,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17897,Ranunculus Pink XXL 5st,Ranunculus,Bu,Pink,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17884,Ranunculus Princess Peach XXL,Ranunculus,Bu,Pink,,1,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,13028,Bq Enchanted 14st 8pk,Bouquets,Bu,Assorted,,14,12.99,12.99,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,31698,Calla Lily Mini Pur Picasso 50,Calla lily,Stem,Bicolor,50,1,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,12946,Bq Dreamy Days 10st 12pk,Bouquets,Bu,Assorted,,10,7.09,7.09,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,29367,Calla Lily Mini Asst 50cm 70pk,Calla lily,Stem,Assorted,50,1,1.99,1.99,70,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36686,Calla Lily Mini Blk Velvet 40c,Calla lily,Stem,Black,40,1,1.99,1.99,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36586,Calla Lily Mini Blk Odessa 50c,Calla lily,Stem,Purple,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36584,Calla Lily Mini Purple 50cm,Calla lily,Stem,Purple,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36586,Calla Lily Mini Blk Odessa 50c,Calla lily,Stem,Eggplant Purple,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38283,Calla Lily Mini Pk Perle 40/4,Calla lily,Stem,Pink Light,40,40,1.99,1.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38284,Calla Lily Mini Pk Perle 50/55,Calla lily,Stem,Pink Light,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,29969,Calla Lily Mini Org Mango 50/5,Calla lily,Stem,Orange,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17818,Calla Lily Mini Org Marmald 50,Calla lily,Stem,Orange,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39874,Calla Lily Mini White 40cm,Calla lily,Stem,White,40,1,1.99,1.99,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39911,Calla Lily Mini White 50cm,Calla lily,Stem,White,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36611,Calla Lily Mini Wht Ventura 40,Calla lily,Stem,White,40,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36612,Calla Lily Mini Wht Ventura 50,Calla lily,Stem,White,50,1,2.49,2.49,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,31436,Calla Lily Mini Yel Flxgold 50,Calla lily,Stem,Yellow,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27079,Calla Lily Mini Yellow 50cm,Calla lily,Stem,Yellow,50,1,2.29,2.29,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41439,Calla Lily Mini Pink 50cm,Calla lily,Stem,Pink,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38337,Calla Lily Mini Pink Hot 50cm,Calla lily,Stem,Pink,50,1,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38283,Calla Lily Mini Pk Perle 40/4,Calla lily,Stem,Pink,40,40,1.99,1.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38284,Calla Lily Mini Pk Perle 50/55,Calla lily,Stem,Pink,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,45708,Ranunculus Bfly Pink Hera 10st,Ranunculus,Bu,Pink,,10,,,,Ranunculus Bfly Pink Hera 10st,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38290,Calla Lily Mini Burg Sumatra 5,Calla lily,Stem,Burgundy,,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41405,Calla Lily Mini Cranb 50/55cm,Calla lily,Stem,Burgundy,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38092,Calla Lily Mini Red Maj. 50/55,Calla lily,Stem,Burgundy,50,50,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33044,Calla Lily Mini Schwarz 50/55c,Calla lily,Stem,Burgundy,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37836,Garden Rose Wht Alabaster x12,Roses-Garden,Stem,White,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38021,Calla Lily White Open 80/90cm,Calla lily,Stem,White,80,80,2.29,2.29,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33998,Calla Lily Wht Magnum,Calla lily,Stem,White,,1,3.99,3.99,5,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20656,Calla Lily Wht Open 80/90 20pk,Calla lily,Stem,White,80,80,2.49,2.49,20,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17760,Calla Lily Wht Open 90cm 25pk,Calla lily,Stem,White,90,1,2.49,2.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52191,Carnation Pink-DK Cervantes 75,Carnations,Stem,Pink-Dark,75,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59274,Carnation Peach Apple Tea 75pk,Carnations,Stem,Peach BiColor,,1,0.48,0.48,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30947,Rose Lav Deep Ppl 50cm,Roses-Standard,Stem,Lavender,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,61086,Rose Lav Deep Ppl 60cm,Roses-Standard,Stem,Lavender,60,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68380,Carnation Brut,Carnations,Stem,Champagne/Blush,,1,0.46,0.46,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,66053,Carnation Orange,Carnations,Stem,Orange,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62805,Carnation Orange Megan 75pk,Carnations,Stem,Orange,,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52192,Carnation Org Trueno 75pk,Carnations,Stem,Orange,,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
