competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,price_per_stem,available_units,grower_country,product_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Dvflora,20080,Alstro Red 70/80cm Ecuador,Alstroemeria,Bu,Red,70,70,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecuador red,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,66703,Alstro Red Nadia Super Sel 5pk,Alstroemeria,Bu,Red,,1,7.49,7.49,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro nadia red select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50855,Alstro Orange 70/80cm Ecuador,Alstroemeria,Bu,Orange,70,70,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecuador orange,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50787,Alstro Orange Perfection ECU,Alstroemeria,Bu,Orange,,1,9.39,9.39,16,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecu orange perfection,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,51850,Alstro Orange Queen Sel. 5pk,Alstroemeria,Bu,Orange,,1,6.29,6.29,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro orange queen select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,68196,Alstro Orange Queen 5pk,Alstroemeria,Bu,Orange,,1,8.29,8.29,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro orange queen,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,54703,Alstro Lav Galaxy Prem 5pk,Alstroemeria,Bu,Lavender,,1,8.79,8.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro galaxy lavender prem,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50970,Alstro Lav Galaxy Select 5pk,Alstroemeria,Bu,Lavender,,1,6.29,6.29,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro galaxy lavender select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,57987,Alstro Lav Galaxy 4pk,Alstroemeria,Bu,Lavender,,1,8.79,8.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro galaxy lavender,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20636,Alstro Lav Mila 4pk,Alstroemeria,Bu,Lavender,,1,8.99,8.99,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro lavender mila,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,57998,Alstro Lav Monte Azz 4pk,Alstroemeria,Bu,Lavender,,1,8.99,8.99,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro azz lavender monte,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50859,Alstro Lavender 70/80cm Ecuado,Alstroemeria,Bu,Lavender,70,70,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Antiqua Carnation lavender - multiple,2deddd29-c5e8-48a4-a90a-30369436a9ec,0.9571173191070557,alstro ecuado lavender,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50856,Alstro Yellow 80cm Ecuador,Alstroemeria,Bu,Yellow,80,1,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Hummer Roses yellow,350726b0-9d0e-48f8-851c-c75f91056d50,0.947108268737793,alstro ecuador yellow,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,65735,Alstro Yellow Super Sel 9pk,Alstroemeria,Bu,Yellow,,1,11.99,11.99,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Hummer Roses yellow,350726b0-9d0e-48f8-851c-c75f91056d50,0.9168811440467834,alstro select super yellow,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,57996,Alstro Ylw Bella Star 4pk,Alstroemeria,Bu,Yellow,,1,8.99,8.99,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Hummer Roses yellow,350726b0-9d0e-48f8-851c-c75f91056d50,0.9590281248092651,alstro bella star yellow,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,57972,Alstro Ylw Bella Star 5pk,Alstroemeria,Bu,Yellow,,1,6.79,6.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Hummer Roses yellow,350726b0-9d0e-48f8-851c-c75f91056d50,0.9590281248092651,alstro bella star yellow,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50885,Alstro Ylw Sunny Lady Prem 5pk,Alstroemeria,Bu,Yellow,,1,7.49,7.49,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro lady prem sunny yellow,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,47618,Alstro Pink Dark Premium 5pk,Alstroemeria,Bu,Pink Hot,,1,6.79,6.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro dark pink premium,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,54797,Alstro Pink Dk Amposta Sel 5p,Alstroemeria,Bu,Pink Hot,,1,6.39,6.39,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro amposta dk pink select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50857,Alstro Pink-Hot 70/80cm Ecuado,Alstroemeria,Bu,Pink Hot,70,70,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecuado hot pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,58003,Alstro Pink-Hot Bodega 4pk,Alstroemeria,Bu,Pink Hot,,1,8.79,8.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro bodega hot pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,66056,Alstro Pink-Hot Rome Prem 5pk,Alstroemeria,Bu,Pink Hot,,1,8.69,8.69,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro hot pink prem rome,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,40019,Alstro Pink-Hot Rosita Prem 5p,Alstroemeria,Bu,Pink Hot,,1,9.39,9.39,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Rosita Vendela Roses pink - light,e7c66a8e-3d29-41dd-b7aa-65b4c966017b,0.9597223401069641,alstro hot pink prem rosita,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,52162,Pom Pon White Micro Whynot 6pk,Pom Pons,Bu,White,,1,5.49,5.49,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,micro pom pon white whynot,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9279065728187561,2025-05-14,2025-05-22
Dvflora,58956,Aster Crm Estelle Solidago 5pk,Aster-Spray,Bu,Cream,,1,6.29,6.29,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Solidago Golden Glory Mauve (Tinted/ Dyed) Aster purple - dark,ad33604d-9af7-4520-bdf2-3c5f20c53c62,0.9523257613182068,aster cream estelle solidago,Aster Spray,507f66ab-2a79-43a1-9bdb-66e690d1aaa5,1.0,2025-05-14,2025-05-22
Dvflora,29692,Aster Matsumoto Pink Hot 10st,Aster-Focal,Bu,Pink Hot,,10,,,,Aster Matsumoto Pink Hot 10st,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Matsumoto Blue Aster purple,22655a27-ee45-401b-b4c1-41a86d6d4c8b,0.958346962928772,aster hot matsumoto pink,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,0.9041131734848022,2025-05-14,2025-05-22
Dvflora,29693,Aster Matsumoto Pink Light 10s,Aster-Focal,Bu,Pink Light,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Matsumoto Blue Aster purple,22655a27-ee45-401b-b4c1-41a86d6d4c8b,0.951154351234436,10 aster light matsumoto pink,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,0.9041131734848022,2025-05-14,2025-05-22
Dvflora,20530,Aster Purple,Aster-Spray,Bu,Purple,,1,4.49,4.49,15,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Assorted Aster mixed,55d52ca7-376d-47f0-a916-8102920d031b,0.9542729258537292,aster purple,Aster Spray,507f66ab-2a79-43a1-9bdb-66e690d1aaa5,1.0,2025-05-14,2025-05-22
Dvflora,68149,Aster Purple Double Carnival,Aster-Spray,Bu,Purple,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Carnival Petite Assorted Aster mixed,cd7d021a-c7bc-44d7-8252-c026aae076c1,0.9481000900268555,aster carnival double purple,Aster Spray,507f66ab-2a79-43a1-9bdb-66e690d1aaa5,1.0,2025-05-14,2025-05-22
Dvflora,26404,Aster Purple Mardi Gras,Aster-Spray,Bu,Purple,,1,10.99,10.99,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,aster gras mardi purple,Aster Spray,507f66ab-2a79-43a1-9bdb-66e690d1aaa5,1.0,2025-05-14,2025-05-22
Dvflora,29697,Aster Matsumoto White 10st,Aster-Focal,Bu,White,,10,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Matsumoto Assorted Aster mixed,6c8bd6ea-0373-48ca-a17c-315e1a16d141,0.9611114859580994,aster matsumoto white,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,0.9041131734848022,2025-05-14,2025-05-22
Dvflora,26779,Aster White Mardi Gras,Aster-Spray,Bu,White,,1,10.99,10.99,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,aster gras mardi white,Aster Spray,507f66ab-2a79-43a1-9bdb-66e690d1aaa5,1.0,2025-05-14,2025-05-22
Dvflora,60579,Aster White Sunspring,Aster-Spray,Bu,White,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,aster sunspring white,Aster Spray,507f66ab-2a79-43a1-9bdb-66e690d1aaa5,1.0,2025-05-14,2025-05-22
Dvflora,54883,Alstro Prp Cote D'Azur Prem 5p,Alstroemeria,Bu,Purple,,1,8.79,8.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro azur cote d prem purple,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,59585,Alstro Prp Maracana Prem 5pk,Alstroemeria,Bu,Purple,,1,8.79,8.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro maracana prem purple,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50972,Alstro Prp Maracana Sel 5pk,Alstroemeria,Bu,Purple,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro maracana purple select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50858,Alstro Purple 70/80cm Ecuador,Alstroemeria,Bu,Purple,70,70,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecuador purple,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,58006,Alstro Purple Napoli 4pk,Alstroemeria,Bu,Purple,,1,8.99,8.99,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro napoli purple,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,49684,Alstro Purple Xanadu 4pk,Alstroemeria,Bu,Purple,,1,8.99,8.99,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro purple xanadu,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,57180,Aster Asst Tint Sol Spring 12p,Aster-Spray,Bu,Assorted-Sprayed,,1,6.99,6.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Assorted (dyed/ tinted) Aster mixed,72d9c3b7-1619-4ed9-bf99-ffba1a50039c,0.9193050861358643,assorted aster sol spring tint,Aster Spray,507f66ab-2a79-43a1-9bdb-66e690d1aaa5,1.0,2025-05-14,2025-05-22
Dvflora,65200,Alstro Asst White Premium 8pk,Alstroemeria,Bu,White,,1,8.49,8.49,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted premium white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,25756,Alstro Asst White Select 12pk,Alstroemeria,Bu,White,,1,7.39,7.39,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted select white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,59657,Alstro White 70/80cm Ecuador,Alstroemeria,Bu,White,70,70,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecuador white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,60115,Alstro White Aspen Premium 5pk,Alstroemeria,Bu,White,,1,7.69,7.69,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro aspen premium white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,65753,Alstro White Aspen Select 10pk,Alstroemeria,Bu,White,,1,7.99,7.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro aspen select white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,67747,Alstro White Bianca Prem 5pk,Alstroemeria,Bu,White,,1,8.69,8.69,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro bianca prem white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,59575,Alstro White Bianca Select 12p,Alstroemeria,Bu,White,,1,7.59,7.59,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro bianca select white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20453,Alstro White Himalaya S.S. 4pk,Alstroemeria,Bu,White,,1,8.69,8.69,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro himalaya s s white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50785,Alstro White Perfection ECU,Alstroemeria,Bu,White,,1,8.99,8.99,16,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecu perfection white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,57966,Alstro White Whistler 4pk,Alstroemeria,Bu,White,,1,8.79,8.79,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro whistler white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,29694,Aster Matsumoto Purple 10st,Aster-Focal,Bu,Purple,,10,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Matsumoto Assorted Aster mixed,6c8bd6ea-0373-48ca-a17c-315e1a16d141,0.96177077293396,aster matsumoto purple,Aster,edf288cd-9ad2-4367-8fe3-2d47494ab2f9,0.9041131734848022,2025-05-14,2025-05-22
Dvflora,54793,Alstro Asst Charmelia S.S. 8pk,Alstroemeria,Bu,Assorted,,1,9.69,9.69,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted charmelia s s,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,50851,Alstro Asst Epic Color 8pk,Alstroemeria,Bu,Assorted,,1,7.99,7.99,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted color epic,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20150,Alstro Asst Fancy 12pk Wayuu,Alstroemeria,Bu,Assorted,,1,5.89,5.89,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted fancy wayuu,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20047,Alstro Asst Fancy Bchmrk 13pk,Alstroemeria,Bu,Assorted,,1,7.29,7.29,13,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted bchmrk fancy,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20108,Alstro Asst Hol. Premium 8pk,Alstroemeria,Bu,Assorted,,1,8.79,8.79,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted hol premium,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,64102,Alstro Asst Holiday Sel 10pk,Alstroemeria,Bu,Assorted,,1,8.99,8.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted holiday select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,26019,Alstro Asst La Plaz Perfec 12p,Alstroemeria,Bu,Assorted,,1,9.79,9.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted la perfec plaz,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20087,Alstro Asst Pink Fancy 8pk,Alstroemeria,Bu,Assorted,,1,6.19,6.19,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted fancy pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,59023,Alstro Asst Pink Premium 8pk,Alstroemeria,Bu,Assorted,,1,7.89,7.89,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted pink premium,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20126,Alstro Asst Pink Select 12pk,Alstroemeria,Bu,Assorted,,1,7.99,7.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted pink select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,49553,Alstro Asst Premium 8pk,Alstroemeria,Bu,Assorted,,1,7.99,7.99,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted premium,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,60470,Alstro Asst Select 10pk,Alstroemeria,Bu,Assorted,,1,6.79,6.79,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,18202,Alstro Asst Select 6pk,Alstroemeria,Bu,Assorted,,1,6.59,6.59,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,64107,Alstro Asst Select Bchmrk 10pk,Alstroemeria,Bu,Assorted,,1,7.69,7.69,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted bchmrk select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,59674,Alstro Asst Spring Premium 8pk,Alstroemeria,Bu,Assorted,,1,8.69,8.69,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted premium spring,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,59650,Alstro Asst Spring Select 10pk,Alstroemeria,Bu,Assorted,,1,7.99,7.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted select spring,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,18203,Alstro Asst Spring Select 6pk,Alstroemeria,Bu,Assorted,,1,10.59,10.59,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted select spring,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,20035,Alstro Asst Spring 8pk,Alstroemeria,Bu,Assorted,,1,8.69,8.69,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted spring,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,48279,Alstro Asst Super Select 4pk,Alstroemeria,Bu,Assorted,,1,6.69,6.69,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,64100,Alstro Asst SupSelect Bchmk 9p,Alstroemeria,Bu,Assorted,,1,8.49,8.49,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted bchmk supselect,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,65200,Alstro Asst White Premium 8pk,Alstroemeria,Bu,Assorted,,1,8.49,8.49,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro assorted premium white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,59496,Alstro Pink 70/80cm Ecuador,Alstroemeria,Bu,Assorted,70,70,8.49,8.49,18,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro ecuador pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
Dvflora,47618,Alstro Pink Dark Premium 5pk,Alstroemeria,Bu,Assorted,,1,6.79,6.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,alstro dark pink premium,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14,2025-05-22
